,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,title,link,source,text,date,language,toxicity
24,24,28,28,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thank you so very much . Appreciate your hard work to compile all the best music together for us to enjoy.,2022-11-27,en,1
25,25,29,29,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Spesial!!!,2021-11-27,el,1
26,26,30,30,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"absolute perfection. den eho logia ... pragmati ... ""omorfa ellinika tragoudia"" to ena kai pio kalytero ap't'allo...",2023-08-27,greeklish,1
27,27,31,31,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,HOLA ERMOSA CANSION WUAO ,2020-11-27,el,1
28,28,32,32,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Made me to tears.,2022-11-27,greeklish,1
29,29,33,33,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,D Mitropanos!!!,2021-11-27,el,1
30,30,34,34,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,WOW!!!!!!!FANTASTIC WORK OF YOU AND INCREDIBLE LADY SUPER COUPLE,2020-11-27,en,1
31,31,38,38,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Katapliktiki silogi bravo,2023-07-27,el,1
32,32,39,39,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Greetings from Amsterdam,2023-02-27,el,1
33,33,41,41,Όμορφα ελληνικά τραγούδια,https://www.youtube.com/watch?v=UIfND1RykJc&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,M. Lidakis Latremenos ,2021-11-27,el,1
34,34,43,43,Τα λαϊκά που αγαπήσαμε - 100 ιστορικά τραγούδια (by Linda's Music Dream),https://www.youtube.com/watch?v=OuY-cviIIqM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Bravo Linda
Euxaristo parapoli ",2023-08-27,el,1
35,35,47,47,Τα λαϊκά που αγαπήσαμε - 100 ιστορικά τραγούδια (by Linda's Music Dream),https://www.youtube.com/watch?v=OuY-cviIIqM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,🫶,2023-08-27,el,1
36,36,49,49,Τα λαϊκά που αγαπήσαμε - 100 ιστορικά τραγούδια (by Linda's Music Dream),https://www.youtube.com/watch?v=OuY-cviIIqM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Hi please any body knows the first singer name.,2023-08-27,en,1
37,37,50,50,Τα λαϊκά που αγαπήσαμε - 100 ιστορικά τραγούδια (by Linda's Music Dream),https://www.youtube.com/watch?v=OuY-cviIIqM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,EFARISTO,2023-08-27,el,1
38,38,51,51,Τα λαϊκά που αγαπήσαμε - 100 ιστορικά τραγούδια (by Linda's Music Dream),https://www.youtube.com/watch?v=OuY-cviIIqM&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️,2023-08-27,el,1
39,39,52,52,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song, greetings to all of you USA Zacharias Papanicolaou greetings thrylos  pane pane ellada ,2023-09-27,en,1
40,40,53,53,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thnks,2023-07-27,el,1
41,41,54,54,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Fairuz,2023-07-27,el,1
42,42,55,55,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song, greetings to all of you USA Zacharias Papanicolaou greetings thrylos  pane pane ellada ,2023-09-27,en,1
43,43,56,56,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Thnks,2023-07-27,el,1
44,44,57,57,Πιάσε ... λαϊκά - 85 τραγούδια που έγραψαν ιστορία (by Linda's Music Dream),https://www.youtube.com/watch?v=QY3AYFikM6I&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Fairuz,2023-07-27,el,1
45,45,58,58,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Очень душевно, приятно слушать. Браво!!!",2022-11-27,el,1
46,46,59,59,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"My soul music!  Greetings from Romania, Bucharest! ️🇬🇷",2022-11-27,en,1
47,47,60,60,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Калиспера дорогие греки, исполнители!
Душа замирает от греческих мелодий!
Эфхаристо, оморфо.
С уважением и любовью из России!",2023-03-27,other,1
48,48,61,61,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Най добрата музика в света....,2022-11-27,el,1
49,49,62,62,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Superior to anything in the line of ""pop music""... or the tonal swill and slop passed off as ""pop music'.  Thank you for uploading this beautiful, good and right music.",2023-01-27,en,1
50,50,63,63,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Maravillosa música . Gracias ,2022-11-27,el,1
51,51,64,64,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️ Güzel ,2022-11-27,el,1
52,52,67,67,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Country music,2023-11-06,el,1
53,53,68,68,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Axiologa Tragoudia K orees Erminies.,2022-11-27,el,1
54,54,70,70,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,23 ,2022-11-27,el,1
55,55,71,71,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,ÇEŞME DEN SELAMLAR,2022-11-27,el,1
56,56,72,72,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,otan ta tragoudia eihan arhidia kai den itan arhidia tragoudia,2022-11-27,greeklish,1
57,57,74,74,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,1:32:09,2023-11-06,el,1
58,58,75,75,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,vives apo verges,2023-08-27,greeklish,1
59,59,76,76,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,000,2022-11-27,el,1
60,60,77,77,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Lol poa er das ww,2022-11-27,greeklish,1
61,61,78,78,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Очень душевно, приятно слушать. Браво!!!",2022-11-27,el,1
62,62,79,79,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"My soul music!  Greetings from Romania, Bucharest! ️🇬🇷",2022-11-27,en,1
63,63,80,80,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Калиспера дорогие греки, исполнители!
Душа замирает от греческих мелодий!
Эфхаристо, оморфо.
С уважением и любовью из России!",2023-03-27,other,1
64,64,81,81,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Най добрата музика в света....,2022-11-27,el,1
65,65,82,82,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Superior to anything in the line of ""pop music""... or the tonal swill and slop passed off as ""pop music'.  Thank you for uploading this beautiful, good and right music.",2023-01-27,en,1
66,66,83,83,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Maravillosa música . Gracias ,2022-11-27,el,1
67,67,84,84,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,️ Güzel ,2022-11-27,el,1
68,68,87,87,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Country music,2023-11-06,el,1
69,69,88,88,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Axiologa Tragoudia K orees Erminies.,2022-11-27,el,1
70,70,90,90,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,23 ,2022-11-27,el,1
71,71,91,91,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,ÇEŞME DEN SELAMLAR,2022-11-27,el,1
72,72,92,92,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,otan ta tragoudia eihan arhidia kai den itan arhidia tragoudia,2022-11-27,greeklish,1
73,73,94,94,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,1:32:09,2023-11-06,el,1
74,74,95,95,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,vives apo verges,2023-08-27,greeklish,1
75,75,96,96,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,000,2022-11-27,el,1
76,76,97,97,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Lol poa er das ww,2022-11-27,greeklish,1
77,77,98,98,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Очень душевно, приятно слушать. Браво!!!",2022-11-27,el,1
78,78,99,99,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"My soul music!  Greetings from Romania, Bucharest! ️🇬🇷",2022-11-27,en,1
79,79,100,100,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,"Калиспера дорогие греки, исполнители!
Душа замирает от греческих мелодий!
Эфхаристо, оморфо.
С уважением и любовью из России!",2023-03-27,other,1
80,80,101,101,Κανείς Εδώ Δεν Τραγουδά - Kaneis Edw Den Tragouda | Non Stop Mix,https://www.youtube.com/watch?v=SlJ9x3A0NmU&pp=ygUjzrXOu867zrfOvc65zrrOsSDPhM-BzrHOs86_z4XOtM65zrE%3D,song,Най добрата музика в света....,2022-11-27,el,1
